メンバーコード,ログインコード,メンバー名,力量タイプ  ###[competence_type]###,力量コード,力量名,レベル,取得日  ###[acquired_date]###,有効期限  ###[expiration_date]###,備考  ###[remarks]###,文書番号,作成日,更新日,保有力量コード  ###[member_acquired_competence_level_code]###
m69,m69,土屋 公彦,LICENSE,C0121a14,移動式クレーン運転士,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,D3oRovqhsCsrZrSyK8pV
m69,m69,土屋 公彦,LICENSE,C0121a15,第一種衛生管理者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,39aIpygWfxOrtL3qN8dj
m69,m69,土屋 公彦,LICENSE,C0121a16,第二種衛生管理者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,IeFXmLc2d8mfZXDxPlFb
m69,m69,土屋 公彦,LICENSE,C0121a17,一級ボイラー技士,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,sS8ErTtPqdsCtyUPXXBo
m69,m69,土屋 公彦,LICENSE,C0121a18,二級ボイラー技士,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dVF1x5AhleejMnHxSHk9
m69,m69,土屋 公彦,LICENSE,C0121a19,高圧ガス（乙種機械）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,7f8MOgn9Slc0ZRgWPgYx
m69,m69,土屋 公彦,LICENSE,C0121a2,危険物取扱者（乙2）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,1ELjIyZuky04IEDoEF1u
m69,m69,土屋 公彦,LICENSE,C0121a20,高圧ガス（第二種冷凍）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ZkUWkv2kYI00G2oEr52I
m69,m69,土屋 公彦,LICENSE,C0121a21,高圧ガス（第三種冷凍）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,qeuvHmhL7w4t04FhIUzm
m69,m69,土屋 公彦,LICENSE,C0121a22,高圧ガス（乙種化学）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,x37rYfVlVJwk8Z1jylMz
m69,m69,土屋 公彦,LICENSE,C0121a23,高圧ガス（特別丙種化学）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,r2vNOGIrbgwwZA5iAW30
m69,m69,土屋 公彦,LICENSE,C0121a3,危険物取扱者（乙3）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ousguNTIg1QECMz3DonT
m69,m69,土屋 公彦,LICENSE,C0121a4,危険物取扱者（乙4）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,SqrVg4FEew5kX9zt92ZY
m69,m69,土屋 公彦,LICENSE,C0121a5,危険物取扱者（乙5）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,NV2HbHkWUIa6gIFlJuaP
m69,m69,土屋 公彦,LICENSE,C0121a6,危険物取扱者（乙6）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,BS28mp5kPT4wDE6ckTEN
m69,m69,土屋 公彦,LICENSE,C0121a7,危険物取扱者（甲）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Uop19cny5oAHO3dX5HkH
m69,m69,土屋 公彦,LICENSE,C0121a8,消防設備士（乙種６類）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,itVYyBqj6RLVLGzz2jwU
m69,m69,土屋 公彦,LICENSE,C0121a9,消防設備士（乙種7類）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,LBMFdNpthnRGg6jxv7GX
m69,m69,土屋 公彦,LICENSE,C0122b1,ガス溶接作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,7vOAaJsdwSMxt5bgUa8Q
m69,m69,土屋 公彦,LICENSE,C0122b10,鉛作業主任者技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,odJ0gK5LyD8FqCSwomhp
m69,m69,土屋 公彦,LICENSE,C0122b11,特定化学物資等作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,WYlZYCd2lFiqctngAd8H
m69,m69,土屋 公彦,LICENSE,C0122b12,石綿作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,NP9Y0fs66QpYkKbEDM5Y
m69,m69,土屋 公彦,LICENSE,C0122b13,第一種自家用発電設備専門技術者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,OQJJmB8kOmv59ILBdXLy
m69,m69,土屋 公彦,LICENSE,C0122b14,フォークリフト運転技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,680sHYT9egU28XNVzC2K
m69,m69,土屋 公彦,LICENSE,C0122b15,車両系建設機械（整地）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,1xMZ9FoNqNTc68K9dXbq
m69,m69,土屋 公彦,LICENSE,C0122b16,車両系建設機械（解体）,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,PH6ZskQ03UurDx3bji5L
m69,m69,土屋 公彦,LICENSE,C0122b17,玉掛技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,e3ZWzq619QQ59zIZBVNS
m69,m69,土屋 公彦,LICENSE,C0122b18,ガス溶接技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,329eX7kBbINBZQu0Bern
m69,m69,土屋 公彦,LICENSE,C0122b19,床上操作式クレーン運転技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,HO4EhyCRI6XT5Xo1smHK
m69,m69,土屋 公彦,LICENSE,C0122b2,足場組立等作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,0Y0wZXLeeBsP3lmUYKqa
m69,m69,土屋 公彦,LICENSE,C0122b20,小型移動式クレーン運転,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,wMIBT9KoxAHYLjKivSHK
m69,m69,土屋 公彦,LICENSE,C0122b21,ボイラー取扱い技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,7qKeN8mkmEiRiOi4DdD8
m69,m69,土屋 公彦,LICENSE,C0122b22,乾燥設備作業主任者技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,r4M10DS5jheppoqaNEfB
m69,m69,土屋 公彦,LICENSE,C0122b23,高所作業車運転技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,22oN29aPWd4lJflF4ZNG
m69,m69,土屋 公彦,LICENSE,C0122b3,乾燥設備作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,DOyDt0KjpNEuyht3umhM
m69,m69,土屋 公彦,LICENSE,C0122b4,プレス機械作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,4mdqnw0KgDvWBdbfGIGX
m69,m69,土屋 公彦,LICENSE,C0122b5,はい作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rmdpEG04mcE9kAJVFm9U
m69,m69,土屋 公彦,LICENSE,C0122b6,第一種圧力容器作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,jhsI68M9PXfH9LVQ1sqk
m69,m69,土屋 公彦,LICENSE,C0122b7,第二種酸素欠乏作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rRdcuPmAgWfYjq41GNJm
m69,m69,土屋 公彦,LICENSE,C0122b8,有機溶剤作業主任者,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pHmxx5IPpy4aqNYNVmxJ
m69,m69,土屋 公彦,LICENSE,C0122b9,特定科学物質及び四アルキル鉛作業主任者技能講習,●,2015/06/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,BCUn47tqcWDXTLOWDr3I
m69,m69,土屋 公彦,LICENSE,nintei-l3,工程内検査員,●,2022/09/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,kRsyjdezkJ1uriIFDse1
m69,m69,土屋 公彦,LICENSE,nintei-l5,出荷検査員,●,2022/09/30,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,QA8FuG5AyGnduBLA2K3d
m70,m70,野間 喜代志,SKILL,kakou1,素材切断,3,2019/10/07,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,WTVO6CaPvuMUrWxM1DjZ
m70,m70,野間 喜代志,SKILL,kakou2,荒加工,4,2023/02/06,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,lG35AMm5MrzA5qL5SocU
m70,m70,野間 喜代志,SKILL,kakou3,追加工,3,2020/10/16,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,bKT5LehLF25LxsCc9SRQ
m70,m70,野間 喜代志,SKILL,kakou4,外面研削,2,2017/11/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,VirWIUAYaHZWJJRGxu8Y
m70,m70,野間 喜代志,SKILL,kakou5,平削り,4,2023/01/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,J2JhgpGYWHQiSPRCZVDl
m70,m70,野間 喜代志,SKILL,kakou6,研磨,3,2020/11/20,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,sK5lkIlPyqjRJ4lExDsc
m70,m70,野間 喜代志,SKILL,kakou7,特殊品加工,2,2023/02/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,F5m92CTXRRYnX1IcEISf
m70,m70,野間 喜代志,SKILL,kakou8,加工プログラム作成,3,2020/12/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,VAUl6s7QKCzNkp9ZB8B9
m70,m70,野間 喜代志,SKILL,kakou9,砥石交換,4,2022/12/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,8l5GCGIYNTJcKAleE9ci
m70,m70,野間 喜代志,SKILL,kensa1,硬度検査,3,2021/01/26,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,r54I0KX8e6ucutqAJkCn
m70,m70,野間 喜代志,SKILL,kensa2,曲がり検査,3,2019/12/16,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,oa0KJrm9OA2VQSa05WJK
m70,m70,野間 喜代志,SKILL,kensa3,内径ゲージ検査,2,2018/01/26,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,JXg9zWDEHwmbVWJrsPnD
m70,m70,野間 喜代志,SKILL,kensa4,精度検査,3,2021/01/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,RTysjIrlVGR1plJ08QQV
m70,m70,野間 喜代志,SKILL,kensa5,オイル封入,3,2020/12/25,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,oIG1hJ4ILfVvfEdSK2EP
m70,m70,野間 喜代志,SKILL,kensa6,測定技術,3,2020/11/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,5PQulQB5mHw6E0edXOR2
m70,m70,野間 喜代志,SKILL,kumitate1,型番変更,3,2021/09/24,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,FFhLEwsEJmYaYv40cPbx
m70,m70,野間 喜代志,SKILL,kumitate10,再洗浄,3,2021/01/04,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,OMlLLMX2WDV6aeFsvmrM
m70,m70,野間 喜代志,SKILL,kumitate11,AX組立特殊作業,3,2021/10/04,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rUzMSIZB0hp5EAY8Zix7
m70,m70,野間 喜代志,SKILL,kumitate12,CXドライバー設定作業,3,2020/12/25,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,iFdMfh6N1Xq1r77z9tDv
m70,m70,野間 喜代志,SKILL,kumitate13,装置動作確認,3,2020/01/13,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,NWoP3t4t8SZUtIW3b081
m70,m70,野間 喜代志,SKILL,kumitate2,ワーク脱着,2,2019/10/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ceJSgVJ6jLPpr7ej9YQP
m70,m70,野間 喜代志,SKILL,kumitate3,部材取付け,3,2019/12/20,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ZzYCyFrdcDQiobFSHxha
m70,m70,野間 喜代志,SKILL,kumitate4,精度測定,3,2019/11/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,F1B0XRLVF4qXhe3Falwx
m70,m70,野間 喜代志,SKILL,kumitate5,穴埋め,3,2019/01/14,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,7CdodJEZEOG5BnmzACzr
m70,m70,野間 喜代志,SKILL,kumitate6,マッチング作業,3,2019/11/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,8aXfA6jnaryzfHSTsLOg
m70,m70,野間 喜代志,SKILL,kumitate7,組立前洗浄,4,2022/01/21,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ZPPwpJZtwxlhLiuPJTLS
m70,m70,野間 喜代志,SKILL,kumitate8,レーザーマーキング,3,2019/11/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,H68jKK8hmWQkpqFv5GEB
m70,m70,野間 喜代志,SKILL,kumitate9,ABC調整組立,3,2020/09/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Is82n3WRwQay5xmL5Gpp
m70,m70,野間 喜代志,SKILL,seizoubu1,図面の読み取り,3,2023/02/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,BRIxrzEFXyifeM4y7D2H
m70,m70,野間 喜代志,SKILL,seizoubu2,測定器の取扱い,3,2020/04/21,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,CJIKjBeHwF9U85H7scQa
m70,m70,野間 喜代志,SKILL,seizoubu3,製品理解,3,2022/07/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,CZ89u7ZdCii1XLJNBWRU
m70,m70,野間 喜代志,EDUCATION,C0111-1,コンプライアンス研修,●,2023/04/28,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,euISuvWYkoPFPvz1Zvjt
m70,m70,野間 喜代志,EDUCATION,C0111-2,情報セキュリティ研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,uBDbaJUGoSmQb80ieKrS
m70,m70,野間 喜代志,EDUCATION,C0111-3,ISO9001研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,3UiZ2f8RZDkhoEyKnaW9
m70,m70,野間 喜代志,EDUCATION,C0111-4,ISO14001研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,DRwozZJR0x5FSZFpy4uw
m70,m70,野間 喜代志,EDUCATION,C01121-1,【新入社員】基礎研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,EobVbg86CabXbRr5bzC3
m70,m70,野間 喜代志,EDUCATION,C01121-2,【新入社員】ビジネスマナー研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ykYpYdQO9cklVrIgYTVI
m70,m70,野間 喜代志,EDUCATION,C01121-3,【新入社員】コンプライアンス研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dnqC31ysuiX8zgFPibw3
m70,m70,野間 喜代志,EDUCATION,C01121-4,【新入社員】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,s1P9sGjQ57Cs9i6nxtkn
m70,m70,野間 喜代志,EDUCATION,C01121-5,【新入社員】現場研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,98tS7RyRXgEgIR3eWRsP
m70,m70,野間 喜代志,EDUCATION,C01122-1,【2年目】ロジカルシンキング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,xKhVCh5WZnMunrMKrP6r
m70,m70,野間 喜代志,EDUCATION,C01122-2,【2年目】資料作成研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,k32e8TrqRADf6ptAuLkK
m70,m70,野間 喜代志,EDUCATION,C01122-3,【2年目】チームビルディング研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dpzw9joKLSoJCCF0w411
m70,m70,野間 喜代志,EDUCATION,C01122-4,【2年目】ファシリテーション研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,wTOGTNkJ9ddOGOhNZRbD
m70,m70,野間 喜代志,EDUCATION,C01123-1,【中堅社員】課題解決研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,4l6zIPrBTmK82z5uGqEm
m70,m70,野間 喜代志,EDUCATION,C01123-2,【中堅社員】リーダーシップ研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,D7eqDDPgeTkDMhaQFJDn
m70,m70,野間 喜代志,EDUCATION,C01123-3,【中堅社員】コミュニケーション研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,TZVBuMu439CHMPUgOhtF
m70,m70,野間 喜代志,EDUCATION,C01123-4,【中堅社員】業務改善研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,pF90InFO3wZoLEtjKf4M
m70,m70,野間 喜代志,EDUCATION,C01123-5,【中堅社員】後輩育成研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Q4E0JQZhRMJo2ea2I2VW
m70,m70,野間 喜代志,EDUCATION,C01131-1,QC研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,qPFjV3zq6WjZYMwdAP8x
m70,m70,野間 喜代志,EDUCATION,C01131-2,5S研修,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,fLzOSEEE1s2dQXIe60cg
m70,m70,野間 喜代志,EDUCATION,C01131-3,安全講習,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,87CfPQ3YV2eH05ARWCx2
m70,m70,野間 喜代志,EDUCATION,C0114-1,【eラーニング】ロジカルシンキング　-基礎編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,6kUiFMK1TKaH7mrHS8jT
m70,m70,野間 喜代志,EDUCATION,C0114-10,【eラーニング】TOEIC,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,qqsyLlDykx3Agzy9dcyB
m70,m70,野間 喜代志,EDUCATION,C0114-2,【eラーニング】ロジカルシンキング　-応用編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,UnZFzoNAbl7dDjkNj5Yr
m70,m70,野間 喜代志,EDUCATION,C0114-3,【eラーニング】ロジカルシンキング　-実践編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,356tGTABOFoBMskYskoT
m70,m70,野間 喜代志,EDUCATION,C0114-4,【eラーニング】ロジカルライティング　-基礎編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,6zzFZs9IQFsgd7OCShUS
m70,m70,野間 喜代志,EDUCATION,C0114-5,【eラーニング】ロジカルライティング　-応用編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,EC9YM3ufabxTuRLYI2X0
m70,m70,野間 喜代志,EDUCATION,C0114-6,【eラーニング】ロジカルライティング　-実践編-,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,R5JPCt1g3iUqBe4oq8pq
m70,m70,野間 喜代志,EDUCATION,C0114-7,【eラーニング】キャリアデザイン,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,g9m3pDRCPsbMWh4lcI7Z
m70,m70,野間 喜代志,EDUCATION,C0114-8,【eラーニング】目標設定,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,zuAFJjxW72RRAgDQMNaD
m70,m70,野間 喜代志,EDUCATION,C0114-9,【eラーニング】タスク管理,●,2022/01/01,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,V87iMSSVnqfmudafLk9P
m70,m70,野間 喜代志,EDUCATION,kakou-e1,特殊品製品理解,●,2017/01/17,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,U3B3PGUqqlMbFygqLy6C
m70,m70,野間 喜代志,EDUCATION,kakou-e3,安全講習（Lv.1）,●,2018/01/26,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,HMsChKKVr7i3434HgNln
m70,m70,野間 喜代志,EDUCATION,seizoubu-e1,図面読み取り講習（Lv.1）,●,2023/02/14,2025/02/14,,,2024/12/26 23:32:54,2024/12/26 23:32:54,p0duyzIX553lDcWPi1dy
m70,m70,野間 喜代志,EDUCATION,seizoubu-e2,ノギス（Lv.1）,●,2014/02/03,2024/02/01,,,2024/12/26 23:32:54,2024/12/26 23:32:54,CBk3zpny7T8kMFDKM0kf
m70,m70,野間 喜代志,EDUCATION,seizoubu-e3,ハイトゲージ（Lv.1）,●,2016/02/08,2024/02/08,,,2024/12/26 23:32:54,2024/12/26 23:32:54,Zd8AfoT8TEr7USafp9Th
m70,m70,野間 喜代志,EDUCATION,seizoubu-e4,マイクロメータ（Lv.1）,●,2015/02/02,2024/02/08,,,2024/12/26 23:32:54,2024/12/26 23:32:54,HmSnWKfjU3KB78UAuj9G
m70,m70,野間 喜代志,EDUCATION,seizoubu-e5,製品A（Lv.1）,●,2021/02/08,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,oGJtzAd3bnN7m3d5gm3q
m70,m70,野間 喜代志,EDUCATION,seizoubu-e6,製品B（Lv.2）,●,2021/05/14,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,11kSDza1w3OTLMhcdwSx
m70,m70,野間 喜代志,EDUCATION,seizoubu-e7,製品C（Lv.3）,●,2022/07/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,rJROZGVufMsWWz7RKWmD
m71,m71,谷 国彦,SKILL,kakou1,素材切断,3,2020/11/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,AqCqtAadfbBlxJbcu6SR
m71,m71,谷 国彦,SKILL,kakou2,荒加工,2,2017/12/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,GhrfcHeWGNcCanJ7Cxua
m71,m71,谷 国彦,SKILL,kakou3,追加工,3,2019/11/04,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,0VZt2tRIj1ckFQXeC3aN
m71,m71,谷 国彦,SKILL,kakou4,外面研削,4,2023/02/06,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,K6LJSixNFGFYrurhz8oh
m71,m71,谷 国彦,SKILL,kakou5,平削り,3,2019/01/21,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,6hryPI1Y6kUZl3vuBjlO
m71,m71,谷 国彦,SKILL,kakou6,研磨,3,2020/10/23,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,1tF0sXWyv1TnPqwS84Cq
m71,m71,谷 国彦,SKILL,kakou7,特殊品加工,1,2018/01/22,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,ChhlEnTy6vtiBdtThnQU
m71,m71,谷 国彦,SKILL,kakou8,加工プログラム作成,3,2020/11/20,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,EbDzcMGDuwP37e5G3Nqk
m71,m71,谷 国彦,SKILL,kakou9,砥石交換,3,2022/09/13,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,RhwcY3qSSfzTTqCkYS2M
m71,m71,谷 国彦,SKILL,kensa1,硬度検査,3,2019/10/14,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,D1YwKoOzuNVIiStIcwvN
m71,m71,谷 国彦,SKILL,kensa2,曲がり検査,3,2020/10/23,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,QJm5PdbA7E4yhTJFUT4i
m71,m71,谷 国彦,SKILL,kensa3,内径ゲージ検査,3,2018/12/17,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,dOfICWWMioiP2JQYGqdT
m71,m71,谷 国彦,SKILL,kensa4,精度検査,2,2020/10/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,7L7YxEy1uKSe7sbRvOJZ
m71,m71,谷 国彦,SKILL,kensa5,オイル封入,3,2020/09/14,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,jrjJBt7F24DhYSwjBUcn
m71,m71,谷 国彦,SKILL,kensa6,測定技術,3,2020/08/07,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,0FWf6bQzMkjQDnrrJtOz
m71,m71,谷 国彦,SKILL,kumitate1,型番変更,3,2019/10/11,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,aylE5UEwn0vj1TpFoe3X
m71,m71,谷 国彦,SKILL,kumitate10,再洗浄,3,2020/11/13,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,aRFHd1m2MLkIMFD6qESO
m71,m71,谷 国彦,SKILL,kumitate11,AX組立特殊作業,3,2020/10/16,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,CpeK47Fk8cxqA0MRfdlF
m71,m71,谷 国彦,SKILL,kumitate12,CXドライバー設定作業,3,2020/10/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,VURcEYXY0dyi6x6dxqkg
m71,m71,谷 国彦,SKILL,kumitate13,装置動作確認,3,2019/10/14,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,xYmckaZkU1IMmkpNEIaz
m71,m71,谷 国彦,SKILL,kumitate2,ワーク脱着,3,2020/11/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,th9dGYY5cP8zeJCDq9ea
m71,m71,谷 国彦,SKILL,kumitate3,部材取付け,4,2023/01/02,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,L5hFveNOrXI2KgZS4ONA
m71,m71,谷 国彦,SKILL,kumitate4,精度測定,3,2020/12/21,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,P2fATlkxCIAVuJPbNaY8
m71,m71,谷 国彦,SKILL,kumitate5,穴埋め,3,2020/12/25,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,IeUR8DUUlPX02F8YDjCK
m71,m71,谷 国彦,SKILL,kumitate6,マッチング作業,3,2020/11/09,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,P0cBkblSCjK6SUWfVdzJ
m71,m71,谷 国彦,SKILL,kumitate7,組立前洗浄,3,2020/11/20,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,tyIEDG9xw7s0da1xZ4yU
m71,m71,谷 国彦,SKILL,kumitate8,レーザーマーキング,3,2019/02/18,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,AnsWsjD0cckHaShoT2j9
m71,m71,谷 国彦,SKILL,kumitate9,ABC調整組立,2,2018/10/18,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,FRgDCxCw1Gi1JoUGfvp9
m71,m71,谷 国彦,SKILL,seizoubu1,図面の読み取り,4,2023/02/15,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,VFZzNNjr82KySKrqW4pv
m71,m71,谷 国彦,SKILL,seizoubu2,測定器の取扱い,4,2020/10/19,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,1eXSUtqgjJL4Xhl0ZQy4
m71,m71,谷 国彦,SKILL,seizoubu3,製品理解,3,2022/02/21,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,cuIDlqYnrVGG5R29CzeN
m71,m71,谷 国彦,EDUCATION,C0111-1,コンプライアンス研修,●,2023/04/28,,,,2024/12/26 23:32:54,2024/12/26 23:32:54,KEOX3itugF6R8A8eght8
